,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
2914,21A,TEBAN GDNS RD,1,2013,N,N,N,N,N,Y,0,21A TEBAN GDNS RD,1.323638045,103.7397308
2920,210,COMPASSVALE LANE,6,2010,N,N,N,Y,Y,N,0,210 COMPASSVALE LANE,1.385297745,103.9000289
2923,210,LOR 8 TOA PAYOH,1,2011,N,N,Y,N,N,N,0,210 LOR 8 TOA PAYOH,1.340261046,103.8543958
2924,210,MARSILING CRES,2,1982,N,Y,N,N,N,N,0,210 MARSILING CRES,1.446207087,103.7736804
2928,210,PUNGGOL PL,6,2013,N,N,N,N,Y,N,0,210 PUNGGOL PL,1.399386764,103.9004038
2932,210A,BT BATOK ST 21,16,2011,Y,N,N,Y,N,N,360,210A BT BATOK ST 21,1.345428475,103.7508358
2933,210A,BOON LAY PL,1,2003,N,N,N,N,N,Y,0,210A BOON LAY PL,1.348235674,103.713244
2945,211,COMPASSVALE LANE,1,2011,N,N,N,N,N,Y,0,211 COMPASSVALE LANE,1.385010502,103.8991192
2948,211,LOR 8 TOA PAYOH,2,1974,Y,Y,N,N,N,N,3,211 LOR 8 TOA PAYOH,1.340421789,103.8537689
2949,211,MARSILING CRES,1,1982,N,Y,N,N,N,N,0,211 MARSILING CRES,1.445908016,103.77361
2953,211,PUNGGOL WALK,3,2013,N,N,N,N,Y,Y,0,211 PUNGGOL WALK,1.401455007,103.899421
2958,211A,NEW UPP CHANGI RD,1,1979,N,Y,N,N,N,N,0,211A NEW UPP CHANGI RD,1.325545272,103.9314999
2967,212,BEDOK NTH ST 1,3,1979,N,Y,N,N,N,N,0,212 BEDOK NTH ST 1,1.325918415,103.931687
2972,212,COMPASSVALE DR,1,2011,N,N,N,N,N,N,0,212 COMPASSVALE DR,1.386163951,103.9000402
2973,212,HOUGANG ST 21,4,1984,N,Y,N,N,N,N,0,212 HOUGANG ST 21,1.359520873,103.88834
2975,212,LOR 8 TOA PAYOH,2,1974,Y,Y,N,N,N,N,3,212 LOR 8 TOA PAYOH,1.340642936,103.8543345
2979,212,PUNGGOL WALK,1,2013,N,N,N,N,N,Y,0,212 PUNGGOL WALK,1.399697544,103.8991814
2983,212A,BOON LAY PL,5,2002,N,N,N,N,Y,N,0,212A BOON LAY PL,1.348875496,103.7133339
2984,212A,BISHAN ST 23,5,1990,N,N,N,N,Y,N,0,212A BISHAN ST 23,1.356643254,103.8486007
2987,212A,PASIR RIS ST 21,12,2013,Y,N,N,Y,N,N,185,212A PASIR RIS ST 21,1.368094111,103.9601726
2997,213,COMPASSVALE LANE,1,2011,N,N,N,N,N,Y,0,213 COMPASSVALE LANE,1.385978089,103.8997745
3003,213,PUNGGOL WALK,6,2013,N,N,N,N,Y,N,0,213 PUNGGOL WALK,1.400013616,103.8986469
3026,214A,NEW UPP CHANGI RD,1,1979,N,Y,N,N,N,N,0,214A NEW UPP CHANGI RD,1.325720354,103.9325066
3028,215,BEDOK NTH ST 1,2,1979,N,Y,N,N,N,N,0,215 BEDOK NTH ST 1,1.326075949,103.9334975
3033,215,COMPASSVALE DR,6,2015,N,N,N,N,Y,N,0,215 COMPASSVALE DR,1.390264202,103.8930317
3042,215A,BEDOK CTRL,6,2004,N,N,N,N,Y,N,0,215A BEDOK CTRL,1.326281496,103.9341804
3043,215A,COMPASSVALE DR,16,2016,Y,N,N,N,N,N,150,215A COMPASSVALE DR,1.389478683,103.8932788
3046,215C,COMPASSVALE DR,1,2016,N,Y,N,N,N,N,0,215C COMPASSVALE DR,1.389770263,103.8927872
3048,216,BEDOK NTH ST 1,1,2009,N,N,Y,N,N,N,0,216 BEDOK NTH ST 1,1.327062742,103.933218
3053,216,COMPASSVALE DR,1,2016,N,N,N,N,N,Y,0,216 COMPASSVALE DR,1.390944876,103.8931232
3062,216A,BOON LAY AVE,15,2016,Y,N,N,N,N,N,83,216A BOON LAY AVE,1.350121405,103.7118759
3064,216A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,216A PASIR RIS ST 21,1.368328403,103.9612018
3065,216B,BOON LAY AVE,15,2017,Y,N,N,N,N,N,126,216B BOON LAY AVE,1.350453196,103.712257
3067,216B,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,0,216B PASIR RIS ST 21,1.368640827,103.9608344
3068,216C,COMPASSVALE DR,16,2016,Y,N,N,N,N,N,90,216C COMPASSVALE DR,1.390473611,103.8943181
3069,216D,COMPASSVALE DR,16,2016,Y,N,N,Y,N,N,90,216D COMPASSVALE DR,1.39019937,103.8945759
3070,217,ANG MO KIO AVE 1,11,1976,Y,N,N,N,N,N,240,217 ANG MO KIO AVE 1,1.365525911,103.8418126
3076,217,COMPASSVALE DR,7,2016,N,N,N,Y,Y,Y,0,217 COMPASSVALE DR,1.389755525,103.8944823
3083,217,SUMANG WALK,8,2016,N,N,N,N,Y,N,0,217 SUMANG WALK,1.402857593,103.8956154
3086,217A,BOON LAY AVE,15,2017,Y,N,N,N,N,N,83,217A BOON LAY AVE,1.349757685,103.7112964
3089,217A,PETIR RD,5,1989,N,N,N,N,Y,N,0,217A PETIR RD,1.374180984,103.7743981
3091,217B,BOON LAY AVE,15,2017,Y,N,N,N,N,N,126,217B BOON LAY AVE,1.349726616,103.7108305
3092,217B,COMPASSVALE DR,16,2016,Y,N,N,N,N,N,119,217B COMPASSVALE DR,1.389280336,103.8943456
3096,217D,SUMANG WALK,16,2016,Y,N,N,N,N,N,90,217D SUMANG WALK,1.402049858,103.8961662
3108,218,SUMANG WALK,2,2016,N,Y,N,N,N,N,0,218 SUMANG WALK,1.403227125,103.895387
3111,218A,BOON LAY AVE,15,2017,Y,N,N,N,N,N,84,218A BOON LAY AVE,1.349968587,103.7105396
3112,218B,BOON LAY AVE,15,2017,Y,N,N,N,N,N,112,218B BOON LAY AVE,1.350327074,103.7108889
3113,218C,BOON LAY AVE,15,2016,Y,N,N,N,N,N,112,218C BOON LAY AVE,1.350696697,103.7114592
3114,218D,BOON LAY AVE,15,2016,Y,N,N,Y,N,N,84,218D BOON LAY AVE,1.35085552,103.7120834
3116,219,BEDOK CTRL,5,2008,N,Y,N,N,Y,N,0,219 BEDOK CTRL,1.325005853,103.9329544
3125,219,SUMANG WALK,1,2016,N,N,N,N,N,Y,0,219 SUMANG WALK,1.402431415,103.8961988
3136,22,CHAI CHEE RD,12,1972,Y,N,N,Y,N,N,264,22 CHAI CHEE RD,1.325242142,103.9218114
3144,22,JLN TENTERAM,10,1962,Y,N,N,Y,N,N,118,22 JLN TENTERAM,1.326410265,103.8595553
3145,22,LOR 7 TOA PAYOH,1,2004,N,N,Y,N,N,N,0,22 LOR 7 TOA PAYOH,1.335382613,103.8570037
3153,22A,BOON KENG RD,1,2006,N,N,N,N,N,Y,0,22A BOON KENG RD,1.318917401,103.8619186
3154,22A,HAVELOCK RD,1,2007,N,N,Y,N,N,N,0,22A HAVELOCK RD,1.287970507,103.8296234
3155,22A,JLN TENTERAM,1,2005,N,N,N,N,N,Y,0,22A JLN TENTERAM,1.326504984,103.8592609
3156,22A,SIN MING RD,3,1998,N,N,N,N,Y,N,0,22A SIN MING RD,1.357466797,103.8391068
3157,22A,TEBAN GDNS RD,3,2011,N,Y,N,N,Y,N,0,22A TEBAN GDNS RD,1.323297351,103.7393881
3158,22B,HAVELOCK RD,1,2007,N,N,Y,N,N,N,0,22B HAVELOCK RD,1.287755462,103.8293629
3160,220,BEDOK CTRL,6,2007,N,N,N,N,Y,N,0,220 BEDOK CTRL,1.325604146,103.9350613
3170,220,SUMANG LANE,1,2018,N,N,N,N,N,Y,0,220 SUMANG LANE,1.401337183,103.8949632
3174,220A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,220A PASIR RIS ST 21,1.370074256,103.9610019
3175,220A,SUMANG LANE,17,2017,Y,N,N,N,N,N,158,220A SUMANG LANE,1.401521666,103.8946267
3177,220B,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,220B PASIR RIS ST 21,1.370050236,103.9612367
3178,220B,SUMANG LANE,17,2017,Y,N,N,N,N,N,160,220B SUMANG LANE,1.401510036,103.8954207
3180,220C,SUMANG LANE,16,2017,Y,N,N,N,N,N,120,220C SUMANG LANE,1.401611307,103.8960028
3182,221,BEDOK CTRL,1,2008,N,N,N,N,N,Y,0,221 BEDOK CTRL,1.325157067,103.9351946
3197,221A,BOON LAY PL,2,1976,N,Y,Y,N,N,N,0,221A BOON LAY PL,1.345224066,103.7128007
3199,221A,SUMANG LANE,16,2017,Y,N,N,N,N,N,150,221A SUMANG LANE,1.40098555,103.8956745
3201,221B,BOON LAY PL,1,2004,N,N,Y,N,N,N,0,221B BOON LAY PL,1.345756952,103.7130719
3202,221B,SUMANG LANE,17,2017,Y,N,N,N,N,N,144,221B SUMANG LANE,1.401021944,103.8950649
3205,222,BEDOK NTH DR,1,2021,N,N,N,N,N,N,0,222 BEDOK NTH DR,1.324603856,103.9279892
3215,222,SUMANG LANE,8,2017,N,N,N,Y,Y,N,0,222 SUMANG LANE,1.401112682,103.8942691
3218,222A,BEDOK NTH DR,17,2021,Y,N,N,N,N,Y,136,222A BEDOK NTH DR,1.32498077,103.9278054
3219,222A,SUMANG LANE,17,2017,Y,N,N,N,N,N,144,222A SUMANG LANE,1.401125664,103.8934764
3220,222B,BEDOK NTH DR,17,2021,Y,N,N,N,N,N,162,222B BEDOK NTH DR,1.324665965,103.9281404
3221,222C,BEDOK NTH DR,16,2021,Y,N,N,N,N,N,202,222C BEDOK NTH DR,1.324127368,103.9280719
3236,223A,SUMANG LANE,17,2017,Y,N,N,N,N,N,504,223A SUMANG LANE,1.401262155,103.8928369
3237,223A,SERANGOON AVE 4,14,2011,Y,N,N,Y,N,N,247,223A SERANGOON AVE 4,1.357841664,103.8711446
3241,224,ANG MO KIO AVE 1,11,1976,Y,N,N,N,N,N,160,224 ANG MO KIO AVE 1,1.366527359,103.8382444
3251,224,SUMANG LANE,1,2018,N,N,N,N,N,Y,0,224 SUMANG LANE,1.401549856,103.893607
3255,224A,SUMANG LANE,18,2017,Y,Y,N,N,N,N,136,224A SUMANG LANE,1.401951446,103.8928085
3257,224B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,160,224B SUMANG LANE,1.401827538,103.8933722
3259,224C,SUMANG LANE,17,2017,Y,N,N,N,N,N,158,224C SUMANG LANE,1.401508396,103.8941271
3261,224E,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,224E COMPASSVALE WALK,1.389137392,103.89804
3276,225A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,225A PASIR RIS ST 21,1.371822215,103.9609119
3277,225A,PETIR RD,5,1989,N,N,N,N,Y,N,0,225A PETIR RD,1.375003274,103.7730752
3279,225B,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,225B PASIR RIS ST 21,1.371851095,103.9611818
3291,226,SUMANG LANE,2,2016,N,N,N,N,Y,N,0,226 SUMANG LANE,1.403130015,103.893295
3294,226A,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,0,226A ANG MO KIO AVE 1,1.36749458,103.8392839
3296,226A,SUMANG LANE,17,2016,Y,N,N,Y,N,N,96,226A SUMANG LANE,1.402728129,103.8931013
3299,226B,SUMANG LANE,17,2016,Y,N,N,N,N,N,96,226B SUMANG LANE,1.40268498,103.893609
3300,226C,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,0,226C ANG MO KIO AVE 1,1.367146393,103.839257
3302,226C,SUMANG LANE,17,2017,Y,N,N,N,N,N,99,226C SUMANG LANE,1.402581096,103.8940175
3303,226D,ANG MO KIO AVE 1,1,2010,N,N,Y,N,N,N,0,226D ANG MO KIO AVE 1,1.366800962,103.8391523
3304,226D,COMPASSVALE WALK,6,1998,N,N,N,N,Y,N,0,226D COMPASSVALE WALK,1.388501039,103.899469
3305,226D,SUMANG LANE,1,2018,N,N,N,N,N,Y,0,226D SUMANG LANE,1.403078205,103.8936349
3307,226F,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,3,226F ANG MO KIO AVE 1,1.366647031,103.8395672
3308,226G,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,0,226G ANG MO KIO AVE 1,1.366825902,103.8398611
3309,226H,ANG MO KIO ST 22,1,2004,N,N,Y,N,N,N,0,226H ANG MO KIO ST 22,1.367178741,103.8401577
3310,227,ANG MO KIO ST 23,6,2020,N,N,N,N,Y,N,0,227 ANG MO KIO ST 23,1.368778389,103.8402739
3322,227A,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,260,227A ANG MO KIO ST 23,1.368246201,103.8401064
3324,227A,CHOA CHU KANG CTRL,5,1993,N,N,N,N,Y,N,0,227A CHOA CHU KANG CTRL,1.380530712,103.7454364
3325,227A,LOR 8 TOA PAYOH,3,2006,N,N,N,N,Y,N,0,227A LOR 8 TOA PAYOH,1.339041448,103.8579557
3326,227A,SUMANG LANE,17,2016,Y,N,N,Y,N,N,95,227A SUMANG LANE,1.403589257,103.8929587
3328,227B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,95,227B SUMANG LANE,1.403474145,103.8937238
3331,228,ANG MO KIO ST 23,1,2021,N,N,N,N,N,Y,0,228 ANG MO KIO ST 23,1.367756806,103.8401528
3339,228,PUNGGOL FIELD,1,2021,N,N,N,Y,N,Y,0,228 PUNGGOL FIELD,1.40331907,103.8920302
3344,228A,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,200,228A ANG MO KIO ST 23,1.368034523,103.8394256
3346,228A,LOR 8 TOA PAYOH,1,2007,N,N,N,N,N,Y,0,228A LOR 8 TOA PAYOH,1.338890279,103.8585736
3347,228A,PUNGGOL FIELD,17,2021,Y,N,N,N,N,N,108,228A PUNGGOL FIELD,1.403626174,103.892425
3348,228B,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,130,228B ANG MO KIO ST 23,1.368377793,103.8392233
3350,228B,PUNGGOL FIELD,17,2021,Y,N,N,N,N,N,123,228B PUNGGOL FIELD,1.403762443,103.8915537
3352,228D,COMPASSVALE WALK,6,1998,N,N,N,N,Y,N,0,228D COMPASSVALE WALK,1.38819395,103.9007269
3366,229A,SUMANG LANE,17,2021,Y,N,N,N,N,N,122,229A SUMANG LANE,1.402821747,103.8921542
3367,229B,SUMANG LANE,17,2021,Y,N,N,Y,N,N,137,229B SUMANG LANE,1.402883752,103.8917955
3371,23,CHAI CHEE RD,12,1972,Y,N,N,N,N,N,264,23 CHAI CHEE RD,1.325261779,103.9226281
3385,23A,CHAI CHEE RD,1,2003,N,N,N,N,N,Y,0,23A CHAI CHEE RD,1.325297983,103.9221084
3386,23A,GHIM MOH LINK,1,2011,N,N,N,N,N,Y,0,23A GHIM MOH LINK,1.308470781,103.7864935
3388,23A,SIN MING RD,2,1999,N,N,N,N,N,Y,0,23A SIN MING RD,1.354780295,103.8360689
3389,23A,TELOK BLANGAH CRES,2,2001,N,N,N,N,Y,N,0,23A TELOK BLANGAH CRES,1.275768826,103.8207116
3405,230A,BT BATOK ST 21,20,2014,Y,N,N,Y,N,Y,180,230A BT BATOK ST 21,1.34755154,103.7557831
3406,230A,TAMPINES ST 21,5,1992,N,N,N,N,Y,N,0,230A TAMPINES ST 21,1.355764132,103.950242
3416,231,BAIN ST,5,1980,N,Y,N,N,N,N,0,231 BAIN ST,1.296815259,103.8536195
3428,231,SUMANG LANE,1,2017,N,Y,N,N,N,N,0,231 SUMANG LANE,1.402059983,103.8922117
3431,231A,BISHAN ST 23,3,1989,N,N,N,N,Y,N,0,231A BISHAN ST 23,1.357468051,103.8464327
3432,231A,PASIR RIS DR 4,4,1992,N,N,N,N,Y,N,0,231A PASIR RIS DR 4,1.37412655,103.9614202
3433,231A,SUMANG LANE,17,2017,Y,Y,N,N,N,N,90,231A SUMANG LANE,1.402056467,103.8918775
3434,231B,SUMANG LANE,17,2017,Y,N,N,N,N,N,96,231B SUMANG LANE,1.402127355,103.8914648
3448,232,SUMANG LANE,1,2017,N,N,N,N,N,Y,0,232 SUMANG LANE,1.401779381,103.8900733
3452,232A,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,232A SUMANG LANE,1.402181465,103.8910412
3453,232B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,232B SUMANG LANE,1.40229543,103.8906319
3454,232C,SUMANG LANE,17,2017,Y,N,N,N,N,N,192,232C SUMANG LANE,1.402035761,103.8901166
3468,233,SUMANG LANE,7,2017,N,N,N,N,Y,N,0,233 SUMANG LANE,1.401270021,103.8913887
3471,233A,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,233A COMPASSVALE WALK,1.389408109,103.9009488
3472,233A,LOR 8 TOA PAYOH,3,2005,N,N,N,N,Y,N,0,233A LOR 8 TOA PAYOH,1.338244461,103.8588869
3473,233A,PASIR RIS DR 4,1,1992,N,N,N,N,N,Y,0,233A PASIR RIS DR 4,1.37418663,103.9622707
3474,233A,SUMANG LANE,17,2017,Y,N,N,N,N,N,192,233A SUMANG LANE,1.401580661,103.8903103
3475,233B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,233B SUMANG LANE,1.401811055,103.8908153
3476,233C,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,233C SUMANG LANE,1.401732894,103.8910412
3489,234,SUMANG LANE,1,2017,N,N,N,N,N,Y,0,234 SUMANG LANE,1.401508141,103.8922377
3492,234A,BT PANJANG RING RD,5,2000,N,N,N,N,Y,N,0,234A BT PANJANG RING RD,1.379142746,103.7719984
3493,234A,SUMANG LANE,17,2017,Y,N,N,N,N,N,112,234A SUMANG LANE,1.401664219,103.8918973
3495,234B,SUMANG LANE,17,2017,Y,N,N,N,N,N,96,234B SUMANG LANE,1.40168217,103.8916674
3510,235A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,235A PASIR RIS ST 21,1.373785947,103.9625989
3523,236A,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,236A COMPASSVALE WALK,1.390305511,103.9001274
3537,237A,BISHAN ST 22,3,1990,N,N,N,N,Y,N,0,237A BISHAN ST 22,1.359174924,103.8466599
3550,238A,SERANGOON AVE 2,5,1997,N,N,N,N,Y,N,0,238A SERANGOON AVE 2,1.353911119,103.8686021
3563,239A,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,239A PASIR RIS ST 21,1.373604638,103.9634872
3567,24,CHAI CHEE RD,12,1972,Y,N,N,Y,N,N,264,24 CHAI CHEE RD,1.32481189,103.9225337
3569,24,GHIM MOH LINK,4,2011,N,N,N,Y,Y,N,0,24 GHIM MOH LINK,1.308967275,103.7855143
3574,24,ST. GEORGE'S LANE,1,2019,N,N,N,N,N,Y,0,24 ST. GEORGE'S LANE,1.321688952,103.8616308
3579,24A,SIN MING RD,2,1998,N,N,N,N,Y,N,0,24A SIN MING RD,1.35543111,103.8368657
3591,240A,JURONG EAST AVE 1,22,2019,Y,N,N,N,N,N,63,240A JURONG EAST AVE 1,1.341003499,103.742339
3592,240B,JURONG EAST AVE 1,28,2019,Y,N,N,N,N,N,162,240B JURONG EAST AVE 1,1.340896293,103.7426838
3593,240C,JURONG EAST AVE 1,6,2019,N,N,N,Y,Y,Y,0,240C JURONG EAST AVE 1,1.340639044,103.7424745
3605,241A,BT BATOK EAST AVE 5,5,2016,N,N,N,N,Y,N,0,241A BT BATOK EAST AVE 5,1.350771769,103.7552296
3606,241A,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,241A COMPASSVALE WALK,1.390373389,103.8981715
3629,244,ANG MO KIO AVE 3,12,1976,Y,N,N,N,N,N,154,244 ANG MO KIO AVE 3,1.367279724,103.8346261
3642,245,ANG MO KIO AVE 3,12,1976,Y,N,N,N,N,N,154,245 ANG MO KIO AVE 3,1.367687063,103.8347473
3655,245A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,245A PASIR RIS ST 21,1.370832528,103.9633922
3656,245B,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,245B PASIR RIS ST 21,1.370845245,103.9631567
3669,246A,BISHAN ST 22,3,1990,N,N,N,N,Y,N,0,246A BISHAN ST 22,1.360944332,103.843679
3680,247A,COMPASSVALE RD,1,1999,N,N,N,N,N,Y,0,247A COMPASSVALE RD,1.392294881,103.8993435
3690,248,SIMEI ST 3,5,1989,N,Y,N,N,Y,N,0,248 SIMEI ST 3,1.343070425,103.9537617
3693,248A,COMPASSVALE RD,6,1998,N,N,N,N,Y,N,0,248A COMPASSVALE RD,1.392841876,103.8987023
3705,25,BENDEMEER RD,2,1971,N,Y,N,N,N,N,0,25 BENDEMEER RD,1.318682623,103.8627029
3707,25,DOVER CRES,1,2010,N,N,N,N,N,Y,0,25 DOVER CRES,1.306038797,103.7820541
3709,25,GHIM MOH LINK,1,2011,N,Y,N,N,N,N,0,25 GHIM MOH LINK,1.308118863,103.7860494
3710,25,HOUGANG AVE 3,14,1977,Y,N,N,Y,N,N,247,25 HOUGANG AVE 3,1.365826423,103.891706
3711,25,JLN BERSEH,16,1978,Y,Y,N,Y,N,N,298,25 JLN BERSEH,1.306215164,103.8582215
3712,25,JLN MEMBINA,1,2008,N,N,N,N,N,Y,0,25 JLN MEMBINA,1.283644546,103.8259552
3717,25,ST. GEORGE'S LANE,2,2019,N,N,N,Y,N,N,0,25 ST. GEORGE'S LANE,1.322268325,103.8620657
3723,25A,CHAI CHEE RD,1,1991,N,Y,N,N,N,N,0,25A CHAI CHEE RD,1.323290228,103.9241518
3725,25A,ST. GEORGE'S LANE,34,2019,Y,N,N,Y,N,N,287,25A ST. GEORGE'S LANE,1.321922129,103.8617908
3752,251A,CHOA CHU KANG AVE 2,5,1993,N,N,N,N,Y,N,0,251A CHOA CHU KANG AVE 2,1.378756011,103.7449443
3764,252A,COMPASSVALE ST,1,2000,N,N,N,N,N,Y,0,252A COMPASSVALE ST,1.393720667,103.9004723
3769,253,CHOA CHU KANG AVE 1,1,1994,N,Y,Y,Y,N,N,0,253 CHOA CHU KANG AVE 1,1.377439626,103.7443832
3780,253A,CHOA CHU KANG AVE 1,4,1993,N,N,N,N,Y,N,0,253A CHOA CHU KANG AVE 1,1.377409164,103.7439408
3788,254,JURONG EAST ST 24,1,2006,N,N,Y,N,N,N,0,254 JURONG EAST ST 24,1.343488185,103.7377384
3795,254A,SERANGOON CTRL DR,1,1988,N,Y,N,N,N,N,0,254A SERANGOON CTRL DR,1.35398521,103.8713595
3801,255,JURONG EAST ST 24,2,1983,N,Y,N,Y,N,N,0,255 JURONG EAST ST 24,1.344346149,103.7379384
3808,255A,ANG MO KIO ST 21,2,2001,N,N,N,N,Y,N,0,255A ANG MO KIO ST 21,1.37042907,103.8346713
3809,255A,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,0,255A PASIR RIS ST 21,1.367988266,103.963983
3811,256,BANGKIT RD,3,1990,N,Y,N,N,N,N,0,256 BANGKIT RD,1.379047759,103.773004
3820,256,SUMANG WALK,6,2015,N,N,N,N,Y,N,0,256 SUMANG WALK,1.405534903,103.8955145
3823,256A,ANG MO KIO ST 21,2,2000,N,N,N,N,Y,N,0,256A ANG MO KIO ST 21,1.370395705,103.8359046
3824,256A,COMPASSVALE RD,6,1998,N,N,N,N,Y,N,0,256A COMPASSVALE RD,1.393621496,103.8995301
3826,256A,SERANGOON CTRL DR,1,1997,N,N,N,N,N,Y,0,256A SERANGOON CTRL DR,1.355216301,103.8716276
3827,256A,SIMEI ST 1,5,1995,N,N,N,N,Y,N,0,256A SIMEI ST 1,1.342526089,103.9522935
3831,257,ANG MO KIO AVE 4,12,1976,Y,N,N,Y,N,N,264,257 ANG MO KIO AVE 4,1.370170114,103.8357825
3836,257,COMPASSVALE RD,5,1999,N,N,N,N,Y,N,0,257 COMPASSVALE RD,1.392944275,103.8979576
3841,257,SUMANG WALK,1,2016,N,N,N,N,N,Y,0,257 SUMANG WALK,1.405235611,103.8956418
3844,257A,BOON LAY DR,5,1993,N,N,N,N,Y,N,0,257A BOON LAY DR,1.345986769,103.7075647
3846,257A,PASIR RIS ST 21,4,1993,N,N,N,N,Y,N,0,257A PASIR RIS ST 21,1.36755918,103.9632633
3847,257A,SERANGOON CTRL DR,4,1997,N,N,N,N,Y,N,0,257A SERANGOON CTRL DR,1.355208528,103.8723656
3854,258,BT PANJANG RING RD,2,1988,N,Y,N,N,N,N,0,258 BT PANJANG RING RD,1.377896535,103.7731538
3855,258,COMPASSVALE RD,1,1999,N,N,N,N,N,Y,0,258 COMPASSVALE RD,1.393603481,103.8968137
3858,258,PASIR RIS ST 21,5,1995,N,Y,N,Y,N,N,0,258 PASIR RIS ST 21,1.367073575,103.9646322
3859,258,PUNGGOL FIELD,1,2015,N,N,N,N,N,Y,0,258 PUNGGOL FIELD,1.404209798,103.8956389
3875,259,COMPASSVALE RD,5,1999,N,N,N,N,Y,N,0,259 COMPASSVALE RD,1.393532425,103.8965613
3878,259,PASIR RIS ST 21,2,1995,N,Y,N,N,N,N,0,259 PASIR RIS ST 21,1.36645364,103.9645985
3879,259,PUNGGOL FIELD,7,2014,N,N,N,N,Y,N,0,259 PUNGGOL FIELD,1.404466613,103.8953349
3882,259A,BANGKIT RD,5,1988,N,Y,N,N,Y,N,0,259A BANGKIT RD,1.377507276,103.7736056
3885,259B,BANGKIT RD,15,2015,N,N,N,N,Y,N,0,259B BANGKIT RD,1.377762325,103.7735167
3895,26,JLN MEMBINA,7,2007,N,Y,N,N,Y,N,0,26 JLN MEMBINA,1.282634376,103.8255958
3899,26,SECTOR A SIN MING IND EST,12,1974,Y,N,N,Y,N,N,396,26 SECTOR A SIN MING IND EST,1.355800858,103.8405459
3900,26,ST. GEORGE'S LANE,8,2018,N,N,N,N,Y,N,0,26 ST. GEORGE'S LANE,1.322457029,103.8624162
3906,26A,CHAI CHEE RD,2,1991,N,Y,N,N,N,N,0,26A CHAI CHEE RD,1.323700479,103.9234972
3908,26A,ST. GEORGE'S LANE,32,2018,Y,N,N,Y,N,N,240,26A ST. GEORGE'S LANE,1.322537166,103.8623374
3910,26B,ST. GEORGE'S LANE,32,2018,Y,N,N,Y,N,N,211,26B ST. GEORGE'S LANE,1.322451392,103.8624098
3913,260,ANG MO KIO ST 21,6,2016,N,Y,N,Y,Y,N,0,260 ANG MO KIO ST 21,1.368916171,103.8344995
3914,260,BANGKIT RD,2,1988,N,Y,N,N,N,N,0,260 BANGKIT RD,1.377940562,103.7733378
3919,260,KIM KEAT AVE,4,2002,N,Y,N,N,Y,N,0,260 KIM KEAT AVE,1.331999623,103.8573785
3920,260,SENGKANG EAST WAY,5,1999,N,N,N,N,Y,N,0,260 SENGKANG EAST WAY,1.393736417,103.8958166
3923,260A,ANG MO KIO ST 21,28,2016,Y,N,N,N,N,N,133,260A ANG MO KIO ST 21,1.369289348,103.8341319
3926,260B,ANG MO KIO ST 21,26,2016,Y,N,N,Y,N,N,150,260B ANG MO KIO ST 21,1.3688641,103.8339542
3929,260C,ANG MO KIO ST 21,1,2017,N,N,N,N,N,Y,0,260C ANG MO KIO ST 21,1.369470414,103.8338275
3936,261,COMPASSVALE ST,5,1999,N,N,N,N,Y,N,0,261 COMPASSVALE ST,1.394807641,103.8946083
3938,261,PUNGGOL WAY,7,2014,N,Y,N,N,Y,Y,0,261 PUNGGOL WAY,1.405413536,103.8968239
3941,261,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,139,261 TOA PAYOH EAST,1.333503862,103.8552378
3942,261,WATERLOO ST,5,1978,N,Y,N,Y,N,N,0,261 WATERLOO ST,1.298787526,103.851967
3946,261A,TOA PAYOH EAST,7,2018,N,N,N,Y,Y,Y,0,261A TOA PAYOH EAST,1.333726214,103.8557184
